date,model_name,source,target,score_type,score,epoch,parameters
2023-09-24 14:54:47.225312,default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz,valid_es.txt.es,valid_gn.txt.gn,sacrebleu_corpus_bleu,4.282382243464746,10,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es', '/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__es_gn_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_es.txt.es', '/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__es_gn_transformer/default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['10'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__es_gn_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
2023-09-24 14:54:47.225312,default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz,valid_es.txt.es,valid_gn.txt.gn,sacrebleu_corpus_chrf,18.22030030425226,10,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es', '/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__es_gn_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_es.txt.es', '/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__es_gn_transformer/default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['10'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__es_gn_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
2023-09-24 14:55:34.192136,default_ancora_finetuning__gn_es_transformer_finetuning-epochs_1.npz,valid_gn.txt.gn,valid_es.txt.es,sacrebleu_corpus_bleu,7.578010571823,10,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn', '/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__gn_es_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn', '/docker/home/marianmt/artifacts/data/train/train_es.txt.es'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__gn_es_transformer/default_ancora_finetuning__gn_es_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['10'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__gn_es_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
2023-09-24 14:55:34.192136,default_ancora_finetuning__gn_es_transformer_finetuning-epochs_1.npz,valid_gn.txt.gn,valid_es.txt.es,sacrebleu_corpus_chrf,24.414653094490806,10,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn', '/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__gn_es_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn', '/docker/home/marianmt/artifacts/data/train/train_es.txt.es'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__gn_es_transformer/default_ancora_finetuning__gn_es_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['10'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__gn_es_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
2023-09-24 14:57:22.696761,default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz,valid_es.txt.es,valid_gn.txt.gn,sacrebleu_corpus_bleu,4.507436370453268,20,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es', '/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__es_gn_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_es.txt.es', '/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__es_gn_transformer/default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['20'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__es_gn_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
2023-09-24 14:57:22.696761,default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz,valid_es.txt.es,valid_gn.txt.gn,sacrebleu_corpus_chrf,19.169271169004798,20,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es', '/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__es_gn_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_es.txt.es', '/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__es_gn_transformer/default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['20'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__es_gn_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
2023-09-24 14:59:33.788199,default_ancora_finetuning__gn_es_transformer_finetuning-epochs_1.npz,valid_gn.txt.gn,valid_es.txt.es,sacrebleu_corpus_bleu,7.2354399977655435,20,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn', '/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__gn_es_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn', '/docker/home/marianmt/artifacts/data/train/train_es.txt.es'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__gn_es_transformer/default_ancora_finetuning__gn_es_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['20'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__gn_es_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
2023-09-24 14:59:33.788199,default_ancora_finetuning__gn_es_transformer_finetuning-epochs_1.npz,valid_gn.txt.gn,valid_es.txt.es,sacrebleu_corpus_chrf,24.89940481415241,20,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn', '/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__gn_es_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn', '/docker/home/marianmt/artifacts/data/train/train_es.txt.es'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__gn_es_transformer/default_ancora_finetuning__gn_es_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['20'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__gn_es_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
2023-09-24 14:59:57.782843,default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz,valid_es.txt.es,valid_gn.txt.gn,sacrebleu_corpus_bleu,4.927174963280754,30,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es', '/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__es_gn_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_es.txt.es', '/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__es_gn_transformer/default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['30'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__es_gn_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
2023-09-24 14:59:57.782843,default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz,valid_es.txt.es,valid_gn.txt.gn,sacrebleu_corpus_chrf,20.51746646652214,30,"{'devices': ['0'], 'tempdir': ['/docker/home/marianmt/libs'], 'valid-metrics': ['cross-entropy', 'translation'], 'valid-sets': ['/docker/home/marianmt/artifacts/data/validation/valid_es.txt.es', '/docker/home/marianmt/artifacts/data/validation/valid_gn.txt.gn'], 'valid-translation-output': ['/docker/home/marianmt/evaluation/decoded_default_ancora_finetuning__es_gn_transformer.txt'], 'train-sets': ['/docker/home/marianmt/artifacts/data/train/train_es.txt.es', '/docker/home/marianmt/artifacts/data/train/train_gn.txt.gn'], 'model': ['/docker/home/marianmt/artifacts/models/model_default_ancora_finetuning__es_gn_transformer/default_ancora_finetuning__es_gn_transformer_finetuning-epochs_1.npz'], 'after-epochs': ['30'], 'valid-freq': ['50000000'], 'vocabs': ['/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.esV16384.spm', '/docker/home/marianmt/artifacts/data/vocabulary/pretrain_test_vocab.gnV16384.spm'], 'seed': ['7882'], 'type': ['transformer'], 'cpu-threads': ['0'], 'log': ['/docker/home/marianmt/logs/marian/log_default_ancora_finetuning__es_gn_transformer.log'], 'overwrite': [], 'dim-vocabs': ['16384', '16384'], 'early-stopping': ['1000'], 'no-restore-corpus': []}"
